site,box,x,y,R_mean,slope,vrm_1cm,vrm_2cm,vrm_4cm,vrm_8cm,profile,planform,latitude,longitude,depth,wave_avg,wave_max,develop,habitat_original,island,rank,age,habitat,wave_max_log10,R_log10,H_log10,wave_max_log10_s,depth_s,age_s,R_theory_logmean,R_theory2_logmean,D_logmean,D_theory_logmean,D_ends_logmean,H_logmean,R_theory_mean,R_theory2_mean,D_mean,D_theory_mean,D_ends_mean,H_mean,R_theory_sum,R_theory2_sum,D_sum,D_theory_sum,D_ends_sum,H_sum,wave_avg_log10,wave_avg_log10_s,CCA,CORAL,EMA,HAL,I,MA,SC,SED,TURF,coral_s,SEC_NAME,REGION,REEF_ZONE,DEPTH_BIN
HAW-3341,1,6.377321431,-0.717678132,2.6616237431827,43.6189422388164,0.03049636429625,0.0392613235867793,0.0551862684918356,0.0857049838570676,-2.18697557001532,-2.19832888484015,20.07538,-155.3991,21.37921917696,18.648134,83.547928,0.0349336,ROB,HAW,1,0.375,ROB,1.92193568380063,0.978936366325075,0.485542410835944,0.910887259031603,1.53739359822622,-0.88877906833055,1.24343528937728,2.0257359364847,2.00478274330103,2.04751139501193,2.04751139501193,1.62505621793557,1.81563043889182,2.0257359364847,2.15889067712242,2.18305330345341,2.18305330345341,1.62505621793557,1.81563043889182,2.0257359364847,2.16579738573524,2.18305330345341,2.18305330345341,1.62505621793557,1.270635381236,1.14854510486941,3.41296928327645,6.48464163822526,13.9931740614334,0,0,0.68259385665529,0,0.341296928327645,75.0853242320819,-0.2815054897321306,HAW_HAMAKUA,MHI,Forereef,Deep
HAW-3341,5,9.021321431,-0.567678132,2.81546905366775,42.9539652619946,0.0377986067920973,0.0472761057009946,0.0554964364205036,0.069377137001393,0.0256356108230436,-0.78148087771773,20.07538,-155.3991,21.37921917696,18.648134,83.547928,0.0349336,ROB,HAW,1,0.375,ROB,1.92193568380063,1.03512887423595,0.390590985265565,0.910887259031603,1.53739359822622,-0.88877906833055,1.22310704613429,2.07247728252615,2.02086994747887,2.05634446961004,2.05634446961004,1.47785392574797,1.84419544550812,2.07247728252615,2.18473813661655,2.20517538037807,2.20517538037807,1.47785392574797,1.84419544550812,2.07247728252615,2.19164484522938,2.20517538037807,2.20517538037807,1.47785392574797,1.270635381236,1.14854510486941,3.41296928327645,6.48464163822526,13.9931740614334,0,0,0.68259385665529,0,0.341296928327645,75.0853242320819,-0.2815054897321306,HAW_HAMAKUA,MHI,Forereef,Deep
HAW-3341,2,18.157321431,-0.043678132,2.66169352374906,48.0177755631219,0.0346579613197435,0.0483957819822569,0.0715657685009768,0.1045817275595,1.18475360817403,0.90035348385244,20.07538,-155.3991,21.37921917696,18.648134,83.547928,0.0349336,ROB,HAW,1,0.375,ROB,1.92193568380063,0.978962583273217,0.63814585432823,0.910887259031603,1.53739359822622,-0.88877906833055,1.33037061344366,2.02336872178378,2.03157493338722,2.05111405455653,2.05111405455653,1.89296778539139,1.84812601226683,2.02336872178378,2.14940202915991,2.15902077018402,2.15902077018402,1.89296778539139,1.84812601226683,2.02336872178378,2.15630873777273,2.15902077018402,2.15902077018402,1.89296778539139,1.270635381236,1.14854510486941,3.41296928327645,6.48464163822526,13.9931740614334,0,0,0.68259385665529,0,0.341296928327645,75.0853242320819,-0.2815054897321306,HAW_HAMAKUA,MHI,Forereef,Deep
HAW-3341,4,14.445321431,-0.447678132,2.63910134091041,43.4191027342572,0.0345624518152653,0.0466018763199267,0.0614054090427125,0.0831094672219526,0.682273121764533,0.747636627103172,20.07538,-155.3991,21.37921917696,18.648134,83.547928,0.0349336,ROB,HAW,1,0.375,ROB,1.92193568380063,0.970438458038296,0.491264163464317,0.910887259031603,1.53739359822622,-0.88877906833055,1.22190196586897,2.0324813429541,2.00059221698392,2.03678122396543,2.03678122396543,1.63438103934249,1.8106739365689,2.0324813429541,2.15956053090629,2.18123189068917,2.18123189068917,1.63438103934249,1.8106739365689,2.0324813429541,2.16646723951912,2.18123189068917,2.18123189068917,1.63438103934249,1.270635381236,1.14854510486941,3.41296928327645,6.48464163822526,13.9931740614334,0,0,0.68259385665529,0,0.341296928327645,75.0853242320819,-0.2815054897321306,HAW_HAMAKUA,MHI,Forereef,Deep
HAW-3341,3,-0.226678569,-0.831678132,2.64287470122159,42.6080755086027,0.0338520138492501,0.0467199685257676,0.0628189646397494,0.0927058251870843,3.07417052641231,2.60466125480618,20.07538,-155.3991,21.37921917696,18.648134,83.547928,0.0349336,ROB,HAW,1,0.375,ROB,1.92193568380063,0.971867226712363,0.386813733576178,0.910887259031603,1.53739359822622,-0.88877906833055,1.21903229735506,2.02068637468014,2.01547143895443,2.05514478931026,2.05514478931026,1.47228222898535,1.79581667181465,2.02068637468014,2.17552149994238,2.1987000543388,2.1987000543388,1.47228222898535,1.79581667181465,2.02068637468014,2.18242820855521,2.1987000543388,2.1987000543388,1.47228222898535,1.270635381236,1.14854510486941,3.41296928327645,6.48464163822526,13.9931740614334,0,0,0.68259385665529,0,0.341296928327645,75.0853242320819,-0.2815054897321306,HAW_HAMAKUA,MHI,Forereef,Deep
HAW-3350,2,4.49328442,-1.615694198,2.00319333955034,39.8251395916825,0.0268851606332894,0.0306770258048621,0.0406917621131671,0.0602018840497917,-1.83451090955957,-1.51306410775982,20.22848,-155.7382,17.98119758592,14.679011,72.907722,0.0133729,ROB,HAW,1,0.43000001,ROB,1.86277352892681,0.694742577013133,-0.015742723618214,0.782145624101007,0.996454824483948,-0.851850288615584,1.20023212130214,1.5712553822909,2.0926195186165,2.12185112604271,2.12185112604271,0.984380545344452,1.43996310685316,1.5712553822909,2.18854898361792,2.20589985021416,2.20589985021416,0.984380545344452,1.43996310685316,1.5712553822909,2.19545569223074,2.20589985021416,2.20589985021416,0.984380545344452,1.16669679592667,0.906227793197259,0.343642611683849,9.27835051546392,0.343642611683849,0,0,0.343642611683849,0,1.3745704467354,88.3161512027491,-0.11193279909617142,HAW_HAMAKUA,MHI,Forereef,Deep
HAW-3350,1,8.13328442,-1.387694198,1.80564239995898,34.2777853513284,0.0213477676593362,0.0253991920895956,0.0364083038228517,0.0561233505187472,-0.465790458458172,-0.331233601659976,20.22848,-155.7382,17.98119758592,14.679011,72.907722,0.0133729,ROB,HAW,1,0.43000001,ROB,1.86277352892681,0.590916428721654,-0.166920756562351,0.782145624101007,0.996454824483948,-0.851850288615584,1.12695578542072,1.46822475854747,2.07635860062403,2.10418953109971,2.10418953109971,0.846266669760263,1.32672088389223,1.46822475854747,2.18315333041731,2.20186540353534,2.20186540353534,0.846266669760263,1.32672088389223,1.46822475854747,2.19006003903014,2.20186540353534,2.20186540353534,0.846266669760263,1.16669679592667,0.906227793197259,0.343642611683849,9.27835051546392,0.343642611683849,0,0,0.343642611683849,0,1.3745704467354,88.3161512027491,-0.11193279909617142,HAW_HAMAKUA,MHI,Forereef,Deep
HAW-3350,3,1.69128442,-0.909694198,1.72149126993647,32.9920544186864,0.0291095286009862,0.0277468753929872,0.0333648601822009,0.0445011359013632,-1.05319134001313,-1.51979544901503,20.22848,-155.7382,17.98119758592,14.679011,72.907722,0.0133729,ROB,HAW,1,0.43000001,ROB,1.86277352892681,0.543190932587806,-0.499252819235598,0.782145624101007,0.996454824483948,-0.851850288615584,1.12535273308482,1.38130360873694,2.16725565626797,2.16564327770239,2.16564327770239,0.60698401710346,1.2713261963007,1.38130360873694,2.24634096977749,2.24478314373148,2.24478314373148,0.60698401710346,1.2713261963007,1.38130360873694,2.25324767839032,2.24478314373148,2.24478314373148,0.60698401710346,1.16669679592667,0.906227793197259,0.343642611683849,9.27835051546392,0.343642611683849,0,0,0.343642611683849,0,1.3745704467354,88.3161512027491,-0.11193279909617142,HAW_HAMAKUA,MHI,Forereef,Deep
HAW-3350,4,0.18728442,-0.973694198,1.35814235134457,24.4695855200904,0.0311719077168415,0.0259144269854297,0.0188852243432004,0.0120919256342122,-2.73755918973069,-2.83389946385067,20.22848,-155.7382,17.98119758592,14.679011,72.907722,0.0133729,ROB,HAW,1,0.43000001,ROB,1.86277352892681,0.30611784790245,-1.01807926271537,0.782145624101007,0.996454824483948,-0.851850288615584,1.07191521846874,1.17557683591587,2.22080898572288,2.20872721893289,2.20872721893289,0.361288213904533,1.1233292583636,1.17557683591587,2.27108016648682,2.26194049299109,2.26194049299109,0.361288213904533,1.1233292583636,1.17557683591587,2.27798687509964,2.26194049299109,2.26194049299109,0.361288213904533,1.16669679592667,0.906227793197259,0.343642611683849,9.27835051546392,0.343642611683849,0,0,0.343642611683849,0,1.3745704467354,88.3161512027491,-0.11193279909617142,HAW_HAMAKUA,MHI,Forereef,Deep
HAW-3350,5,8.23928442,-1.369694198,1.77349647312264,33.4178969230935,0.0202432950268785,0.0244862964906891,0.0349993310265527,0.0550387419809147,-1.0473921829601,-0.455908992450835,20.22848,-155.7382,17.98119758592,14.679011,72.907722,0.0133729,ROB,HAW,1,0.43000001,ROB,1.86277352892681,0.572953006575849,-0.140158486996325,0.782145624101007,0.996454824483948,-0.851850288615584,1.11857761059261,1.45908861000983,2.06839206896975,2.09232325868923,2.09232325868923,0.869220464341096,1.31554946661558,1.45908861000983,2.17836913348403,2.19307693016552,2.19307693016552,0.869220464341096,1.31554946661558,1.45908861000983,2.18527584209686,2.19307693016552,2.19307693016552,0.869220464341096,1.16669679592667,0.906227793197259,0.343642611683849,9.27835051546392,0.343642611683849,0,0,0.343642611683849,0,1.3745704467354,88.3161512027491,-0.11193279909617142,HAW_HAMAKUA,MHI,Forereef,Deep
